Title,Publisher,Link,DiscountPCT,OriginalPrice,DiscountPrice,Discount_Endtime,Rating,Rating_count,Genre,ReleaseDate
"Open Country (Simplified Chinese, English, Korean, Traditional Chinese)",505 Games,https://store.playstation.com/en-hk/product/UP4040-CUSA17845_00-OUTDOORADV000001,,,HK$108.00,,2.54,1k,Unique,24/6/2021
"Organ Quarter (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",AMATA K.K.,https://store.playstation.com/en-hk/product/UP1181-PPSA13405_00-ORGANQUARTER0001,30%,HK$198.00,HK$138.60,21/2/2024 03:59 PM UTC,4.03,117,"Horror, Adventure",8/5/2023
"Potion Craft: Alchemist Simulator (Simplified Chinese, English, Korean, Thai, Japanese)",tinyBuild GAMES,https://store.playstation.com/en-hk/product/UP0097-PPSA09608_00-3926585099094242,25%,HK$148.00,HK$111.00,21/2/2024 03:59 PM UTC,4.6,101,"Casual, Puzzle, Simulation",12/12/2023
Praetorians - HD Remaster (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-CUSA16577_00-PRAETORIANSEU001,50%,HK$119.00,HK$59.50,21/2/2024 03:59 PM UTC,3.94,127,Strategy,20/9/2020
Asterigos: Curse of the Stars - Northwind Legion Gear (English/Chinese/Korean/Japanese Ver.),tinyBuild GAMES,https://store.playstation.com/en-hk/product/UP0097-PPSA08193_00-2724266706934566,20%,HK$18.00,HK$14.40,21/2/2024 03:59 PM UTC,0.0,No,"Action, Adventure, Role Playing Games",11/10/2023
Prison Architect - DLC Bundle (Add-On),Paradox Interactive,https://store.playstation.com/en-hk/product/UP4415-CUSA03481_00-PADLCBUNDLENA001,66%,HK$268.00,HK$91.12,21/2/2024 03:59 PM UTC,4.54,13,"Action, Adventure, Strategy",4/2/2021
Prison Architect - Gangs (English/Chinese/Japanese Ver.),Paradox Interactive,https://store.playstation.com/en-hk/product/UP4415-CUSA03481_00-PRISONGANGS000NA,50%,HK$38.00,HK$19.00,21/2/2024 03:59 PM UTC,3.87,15,"Action, Adventure, Strategy",7/7/2022
Prison Architect - Going Green (English/Chinese/Japanese Ver.),Paradox Interactive,https://store.playstation.com/en-hk/product/UP4415-CUSA03481_00-PAGOINGGREEN00NA,50%,HK$78.00,HK$39.00,21/2/2024 03:59 PM UTC,3.88,33,"Simulation, Strategy",28/1/2021
Prison Architect - Island Bound (English/Chinese/Japanese Ver.),Paradox Interactive,https://store.playstation.com/en-hk/product/UP4415-CUSA03481_00-PAISLANDBOUNDNA1,50%,HK$78.00,HK$39.00,21/2/2024 03:59 PM UTC,4.04,223,"Action, Adventure, Strategy",9/9/2020
Prison Architect - Perfect Storm (English/Chinese/Japanese Ver.),Paradox Interactive,https://store.playstation.com/en-hk/product/UP4415-CUSA03481_00-PAPERFECTSTORMNA,50%,HK$78.00,HK$39.00,21/2/2024 03:59 PM UTC,4.27,11,"Action, Adventure, Strategy",27/1/2022
Prison Architect - Second Chances (English/Chinese/Japanese Ver.),Paradox Interactive,https://store.playstation.com/en-hk/product/UP4415-CUSA03481_00-PASECCHANCES00NA,50%,HK$38.00,HK$19.00,21/2/2024 03:59 PM UTC,4.53,19,"Action, Adventure, Strategy",16/6/2021
Prison Architect - Total Lockdown Edition (Add-On),Paradox Interactive,https://store.playstation.com/en-hk/product/UP4415-CUSA03481_00-PATOTALBUNDLENA1,75%,HK$468.00,HK$117.00,21/2/2024 03:59 PM UTC,4.33,3.6k,"Action, Adventure, Strategy",4/2/2021
Prison Architect: Escape Mode DLC (Add-On),Paradox Interactive,https://store.playstation.com/en-hk/product/UP4415-CUSA03481_00-ASIA000000000002,50%,HK$78.00,HK$39.00,21/2/2024 03:59 PM UTC,0.0,No,Strategy,3/9/2018
Prison Architect: PlayStation®4 Edition (Game),Paradox Interactive,https://store.playstation.com/en-hk/product/UP4415-CUSA03481_00-ASIA000000000000,75%,HK$198.00,HK$49.50,21/2/2024 03:59 PM UTC,4.33,3.6k,"Action, Adventure, Strategy",29/6/2016
Prison Architect: Psych Ward DLC (Add-On),Paradox Interactive,https://store.playstation.com/en-hk/product/UP4415-CUSA03481_00-ASIA000000000001,50%,HK$38.00,HK$19.00,21/2/2024 03:59 PM UTC,3.0,4,Strategy,18/6/2017
"Prodeus (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Humble Games,https://store.playstation.com/en-hk/product/UP3864-PPSA05807_00-PRODEUS00000005A,30%,HK$198.00,HK$138.60,21/2/2024 03:59 PM UTC,4.6,1.1k,"Action, Shooter",23/9/2022
"Project Highrise: Architect's Edition (Simplified Chinese, English, Korean)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-CUSA11443_00-ASIA000000000000,75%,HK$306.00,HK$76.50,21/2/2024 03:59 PM UTC,4.12,168,"Simulation, Strategy, Simulation",31/10/2018
Punch Club (English/Chinese Ver.),tinyBuild GAMES,https://store.playstation.com/en-hk/product/UP0097-CUSA05470_00-PUNCHCLUB0000000,75%,HK$78.00,HK$19.50,21/2/2024 03:59 PM UTC,4.03,740,"Role Playing Games, Strategy",17/8/2023
"Punch Club 2: Fast Forward (Simplified Chinese, English, Korean, Japanese)",tinyBuild GAMES,https://store.playstation.com/en-hk/product/UP0097-PPSA15370_00-0864734995899140,35%,HK$148.00,HK$96.20,21/2/2024 03:59 PM UTC,4.33,106,"Sport, Role Playing Games, Simulation",20/7/2023
"Puzzle Bobble 3D: Vacation Odyssey (English, Japanese)","Survios, Inc.",https://store.playstation.com/en-hk/product/UP2292-PPSA03712_00-PBRELEASE0000001,65%,HK$148.00,HK$51.80,21/2/2024 03:59 PM UTC,3.12,17,Puzzle,4/10/2021
"Pyro Complete Bundle (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-CUSA26393_00-PYROCOMPLETE0000,20%,HK$358.00,HK$286.40,21/2/2024 03:59 PM UTC,3.88,235,"Action, Strategy",30/8/2022
"Raiden III × MIKADO maniax (English, Japanese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/JP0622-PPSA05270_00-3269779140973521,20%,HK$214.00,HK$171.20,21/2/2024 03:59 PM UTC,4.72,53,"Action, Arcade, Shooter",23/2/2023
"Raiden IV × MIKADO remix (English, Japanese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/JP0622-PPSA05181_00-9175520482580584,20%,HK$214.00,HK$171.20,21/2/2024 03:59 PM UTC,4.74,50,"Action, Shooter",23/2/2023
"Railway Empire (Simplified Chinese, English, Korean, Japanese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-CUSA07632_00-ASIA000000000000,50%,HK$140.00,HK$70.00,21/2/2024 03:59 PM UTC,4.19,1.2k,Strategy,1/2/2018
"Railway Empire - Complete Collection (Simplified Chinese, English, Korean, Japanese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-CUSA07632_00-7431024023630612,40%,HK$288.00,HK$172.80,21/2/2024 03:59 PM UTC,4.19,1.2k,"Simulation, Strategy, Unique",11/5/2021
"Railway Empire 2 (Simplified Chinese, English, Korean, Traditional Chinese)","H2 INTERACTIVE CO., LTD.",https://store.playstation.com/en-hk/product/EP4365-PPSA04880_00-00RAILWAYEMPIRE2,20%,HK$358.00,HK$286.40,21/2/2024 03:59 PM UTC,3.93,136,"Simulation, Strategy",28/9/2023
"Railway Empire 2 | Digital Deluxe Edition (Simplified Chinese, English, Korean, Traditional Chinese)","H2 INTERACTIVE CO., LTD.",https://store.playstation.com/en-hk/product/EP4365-PPSA04880_00-RAILWAYEMPIRE2DX,20%,HK$421.00,HK$336.80,21/2/2024 03:59 PM UTC,3.93,136,"Simulation, Strategy",28/9/2023
"Rain World (Simplified Chinese, English, Korean, Japanese)","Akupara Games, LLC",https://store.playstation.com/en-hk/product/UP3385-PPSA08499_00-RAINWORLDNAPS500,55%,HK$198.00,HK$89.10,21/2/2024 03:59 PM UTC,4.46,2.1k,"Adventure, Action, Role Playing Games",17/12/2023
"Rain World (Simplified Chinese, English, Korean, Japanese)","Akupara Games, LLC",https://store.playstation.com/en-hk/product/UP0151-CUSA04196_00-RAINWORLD0000000,25%,HK$198.00,HK$148.50,21/2/2024 03:59 PM UTC,4.46,2.1k,"Adventure, Action, Role Playing Games",9/11/2023
"Real Farm (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",SOEDESCO PUBLISHING B.V.,https://store.playstation.com/en-hk/product/EP4541-CUSA07966_00-ASIAREALFARMEU00,70%,HK$148.00,HK$44.40,21/2/2024 03:59 PM UTC,2.86,2.1k,Simulation,10/1/2018
"Redout 2 - Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 INTERACTIVE CO., LTD.",https://store.playstation.com/en-hk/product/EP6853-PPSA05850_00-R2DELUXE00000000,50%,HK$313.00,HK$156.50,21/2/2024 03:59 PM UTC,4.09,281,Driving/Racing,17/6/2022
"Redout 2 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 INTERACTIVE CO., LTD.",https://store.playstation.com/en-hk/product/EP6853-PPSA05850_00-8725659587802919,50%,HK$214.00,HK$107.00,21/2/2024 03:59 PM UTC,4.09,281,Driving/Racing,17/6/2022
Remothered:Tormented Fathers (English/Chinese/Japanese Ver.),3goo K.K.,https://store.playstation.com/en-hk/product/JP4236-CUSA18928_00-ASIAREMOTHEREDTF,70%,HK$253.00,HK$75.90,21/2/2024 03:59 PM UTC,4.18,1.3k,Horror,19/3/2020
"Return to Monkey Island (Simplified Chinese, English, Korean, Japanese)",Devolver Digital,https://store.playstation.com/en-hk/product/UP3643-PPSA10122_00-RTMIPS5SIEA00000,40%,HK$198.00,HK$118.80,21/2/2024 03:59 PM UTC,4.57,187,Adventure,8/11/2022
"Rhythm Sprout (Simplified Chinese, English, Korean, Japanese)",tinyBuild GAMES,https://store.playstation.com/en-hk/product/UP0097-PPSA07819_00-7416389442364353,50%,HK$108.00,HK$54.00,21/2/2024 03:59 PM UTC,4.5,26,Music/Rhythm,1/2/2023
"River City Girls PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/HP5035-PPSA04973_00-RCG0000PS5ASIA01,50%,HK$275.00,HK$137.50,21/2/2024 03:59 PM UTC,4.57,1.4k,"Action, Fighting, Action",23/6/2022
River City Melee Mach!! (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/HP5035-CUSA14984_00-RIVERCITYMLSUPER,70%,HK$118.00,HK$35.40,21/2/2024 03:59 PM UTC,3.88,224,"Action, Fighting, Action",9/10/2019
River City Melee: Battle Royal Special (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP1295-CUSA07597_00-ASIA000000000000,85%,HK$194.00,HK$29.10,21/2/2024 03:59 PM UTC,3.92,503,Action,30/4/2017
"Road 96: Mile 0 - Full Journey (Simplified Chinese, English, Japanese, Traditional Chinese)",Ravenscourt,https://store.playstation.com/en-hk/product/EP3617-PPSA07584_00-MILE0BUNDLE1SIEE,65%,HK$194.00,HK$67.90,21/2/2024 03:59 PM UTC,4.11,159,"Adventure, Music/Rhythm",3/4/2023
"Röki (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 INTERACTIVE CO., LTD.",https://store.playstation.com/en-hk/product/EP6960-PPSA04957_00-8833490001228910,70%,HK$140.00,HK$42.00,21/2/2024 03:59 PM UTC,4.27,559,Adventure,28/10/2021
"Roombo: First Blood (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP3310-CUSA19205_00-2019200819881985,50%,HK$34.00,HK$17.00,21/2/2024 03:59 PM UTC,4.3,82,Action,29/11/2022
"Rubberduck Wave Racer (Simplified Chinese, English, Japanese, Traditional Chinese)",Joindots GmbH,https://store.playstation.com/en-hk/product/EP1629-CUSA42922_00-RUBBERDUCK0PS4EU,33%,HK$198.00,HK$132.66,21/2/2024 03:59 PM UTC,3.63,8,"Arcade, Casual, Driving/Racing",13/4/2023
"Rustler (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Maximum Entertainment,https://store.playstation.com/en-hk/product/UP4735-CUSA27259_00-RUSTLER000000000,,,HK$238.00,,3.83,161,"Action, Adventure, Adventure",30/8/2021
"Scorn (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)",Kepler Interactive Limited,https://store.playstation.com/en-hk/product/EP7579-PPSA07850_00-SCORN000000PS5EU,40%,HK$308.00,HK$184.80,21/2/2024 03:59 PM UTC,4.16,428,"Horror, Puzzle",2/10/2023
Screencheat (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP1360-CUSA03080_00-ASIA000000000000,85%,HK$116.00,HK$17.40,21/2/2024 03:59 PM UTC,4.41,461,Action,26/2/2016
Redout 2 - Season Pass (English/Chinese/Korean/Japanese Ver.),"H2 INTERACTIVE CO., LTD.",https://store.playstation.com/en-hk/product/EP6853-CUSA31412_00-R2SEASONPASS0000,50%,HK$119.00,HK$59.50,21/2/2024 03:59 PM UTC,4.33,6,Driving/Racing,17/6/2022
"Secret Neighbor (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)",tinyBuild LLC,https://store.playstation.com/en-hk/product/EP0096-CUSA25165_00-0482907501575646,75%,HK$148.00,HK$37.00,21/2/2024 03:59 PM UTC,4.18,6.9k,"Adventure, Horror, Action",28/4/2021
"Sniper Ghost Warrior Contracts 2 Ultimate Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",CI GAMES S.A.,https://store.playstation.com/en-hk/product/EP4321-PPSA03131_00-4808331744420553,,,HK$398.00,,4.06,3k,Shooter,23/8/2021
"Shadows: Awakening (English, Korean, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-CUSA10346_00-ASIA000000000000,67%,HK$208.00,HK$68.64,21/2/2024 03:59 PM UTC,4.22,627,"Action, Role Playing Games, Role Playing Games",2/9/2018
"Shotgun King: The Final Checkmate PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP5649-PPSA16832_00-0209092530187543,20%,HK$84.00,HK$67.20,21/2/2024 03:59 PM UTC,4.11,37,"Action, Puzzle",24/8/2023
Show Your Support (English/Chinese/Korean/Japanese Ver.),tinyBuild GAMES,https://store.playstation.com/en-hk/product/UP0097-PPSA07239_00-0046356079332197,40%,HK$18.00,HK$10.80,21/2/2024 03:59 PM UTC,0.0,No,"Action, Fighting",12/12/2022
"SILT (Simplified Chinese, English, Japanese, Traditional Chinese)",Fireshine Games,https://store.playstation.com/en-hk/product/EP2520-PPSA03306_00-SIEESILTFULLGAME,54%,HK$108.00,HK$49.68,21/2/2024 03:59 PM UTC,4.23,61,Puzzle,1/6/2022
"Skabma - Snowfall (Simplified Chinese, English, Japanese, Traditional Chinese)",Plug In Digital,https://store.playstation.com/en-hk/product/EP1302-PPSA07143_00-0278752010533682,25%,HK$198.00,HK$148.50,21/2/2024 03:59 PM UTC,3.75,24,"Action, Adventure",23/8/2023
"Ski Jumping Pro VR (English, Japanese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-CUSA14474_00-SKIJUMPINGPROVR1,50%,HK$119.00,HK$59.50,21/2/2024 03:59 PM UTC,2.8,150,"Casual, Simulation, Sport",8/12/2020
Skully (English/Chinese Ver.),RIPPLES ASIA VENTURE PTE LTD,https://store.playstation.com/en-hk/product/UP4735-CUSA19102_00-00000000SKULLYUS,,,HK$238.00,,3.66,73,"Adventure, Puzzle",3/8/2020
Smoke and Sacrifice (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4395-CUSA09932_00-ASIA000000000000,85%,HK$119.00,HK$17.85,21/2/2024 03:59 PM UTC,4.14,119,Role Playing Games,9/4/2020
"The Smurfs - Mission Vileaf (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4295-PPSA02876_00-SMURFSPS500000EU,70%,HK$288.00,HK$86.40,21/2/2024 03:59 PM UTC,4.04,242,Adventure,3/12/2021
"Soulstice (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Maximum Entertainment,https://store.playstation.com/en-hk/product/UP4735-CUSA41712_00-SOULSTICE0000000,,,HK$308.00,,3.92,961,Action,5/6/2023
"Soulstice: Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",RIPPLES ASIA VENTURE PTE LTD,https://store.playstation.com/en-hk/product/UP4735-PPSA03936_00-SOULSTICEBNDLUS0,,,HK$398.00,,3.92,961,Action,29/11/2022
"Spacebase Startopia - Extended Edition - PS4 & PS5 (Simplified Chinese, English, Korean, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-PPSA02845_00-SPACEBASESTAREXT,65%,HK$408.00,HK$142.80,21/2/2024 03:59 PM UTC,3.04,57,Strategy,26/3/2021
"Spacebase Startopia - PS4 & PS5 (Simplified Chinese, English, Korean, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-PPSA02845_00-0000000STARTOPIA,65%,HK$368.00,HK$128.80,21/2/2024 03:59 PM UTC,3.04,57,Strategy,26/3/2021
"SpiderHeck (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",tinyBuild GAMES,https://store.playstation.com/en-hk/product/UP0097-PPSA07239_00-6362048461105145,40%,HK$108.00,HK$64.80,21/2/2024 03:59 PM UTC,4.3,225,"Action, Fighting",22/9/2022
"Spirit of the Island (Simplified Chinese, English, Japanese)",Plug In Digital,https://store.playstation.com/en-hk/product/UP1309-PPSA13935_00-0832639392306271,20%,HK$198.00,HK$158.40,21/2/2024 03:59 PM UTC,4.13,88,"Adventure, Simulation, Party",19/10/2023
"Spirit of the North (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/JP5639-CUSA23670_00-SPIRITNORTH00001,75%,HK$119.00,HK$29.75,21/2/2024 03:59 PM UTC,4.02,43,Adventure,14/10/2020
"Spirit of the North: Enhanced Edition (Simplified Chinese, English, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP1260-PPSA02306_00-SPIRITPS5SIEA001,75%,HK$139.00,HK$34.75,21/2/2024 03:59 PM UTC,3.71,465,Adventure,4/12/2020
"Splasher (Simplified Chinese, English, Korean, Japanese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP1302-CUSA06591_00-ASIA000000000000,80%,HK$117.00,HK$23.40,21/2/2024 03:59 PM UTC,4.53,117,Action,11/10/2017
Steredenn (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP1309-CUSA05108_00-ASIA000000000000,75%,HK$101.00,HK$25.25,21/2/2024 03:59 PM UTC,3.8,634,Shooter,28/6/2016
"Stranded Sails: Explorers of the Cursed Islands (Simplified Chinese, English, Japanese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP1260-PPSA03415_00-STRANDEDSAILSUS1,80%,HK$178.00,HK$35.60,21/2/2024 03:59 PM UTC,2.92,259,"Adventure, Casual",16/11/2021
Stranded Sails – Explorers of the Cursed Islands (English/Chinese/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP1260-CUSA16696_00-STRANDEDSAILSUS1,80%,HK$178.00,HK$35.60,21/2/2024 03:59 PM UTC,2.92,259,"Adventure, Casual",27/4/2021
"Stranded: Alien Dawn (Simplified Chinese, English, Korean, Japanese)",FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-PPSA05412_00-STRANDEDALIENDWN,35%,HK$268.00,HK$174.20,21/2/2024 03:59 PM UTC,4.35,644,Strategy,25/4/2023
Graveyard Keeper - Stranger Sins (English/Chinese/Korean/Japanese Ver.),tinyBuild LLC,https://store.playstation.com/en-hk/product/EP0096-CUSA10811_00-STRANGERSINS0000,75%,HK$38.00,HK$9.50,21/2/2024 03:59 PM UTC,4.71,68,"Action, Adventure, Simulation",23/6/2021
"Strikers Edge (Simplified Chinese, English, Korean)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP1302-CUSA06631_00-ASIASTRIKERS0000,75%,HK$111.00,HK$27.75,21/2/2024 03:59 PM UTC,3.76,114,Arcade,30/1/2018
"Sudden Strike 4 (English, Korean, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-CUSA06994_00-ASIASUDDENSTRIKE,50%,HK$140.00,HK$70.00,21/2/2024 03:59 PM UTC,4.31,2.3k,Strategy,15/8/2017
"Sudden Strike 4: Complete Collection (English, Korean, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-CUSA06994_00-ASIA000000000006,50%,HK$288.00,HK$144.00,21/2/2024 03:59 PM UTC,4.31,2.3k,Strategy,23/12/2019
"Summer in Mara (Simplified Chinese, English, Japanese, Traditional Chinese)",pikii,https://store.playstation.com/en-hk/product/JP1392-CUSA28206_00-D000000000001001,30%,HK$198.00,HK$138.60,21/2/2024 03:59 PM UTC,4.1,232,Adventure,25/8/2021
Super Neptune RPG (Chinese/Korean Ver.),"CFK Co., Ltd.",https://store.playstation.com/en-hk/product/KP0004-CUSA13057_00-NEPTUNIA2D000001,50%,HK$398.00,HK$199.00,21/2/2024 03:59 PM UTC,4.21,449,Role Playing Games,3/7/2019
"Super Pixel Racers (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4293-CUSA11257_00-ASIA000000000000,60%,HK$109.00,HK$43.60,21/2/2024 03:59 PM UTC,3.79,137,Driving/Racing,31/10/2018
"Supraland: Six Inches Under (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Humble Games,https://store.playstation.com/en-hk/product/UP3864-PPSA13783_00-SUPRALANDSIUP5NA,20%,HK$148.00,HK$118.40,21/2/2024 03:59 PM UTC,4.21,57,Adventure,18/5/2023
"Syberia 3 (Simplified Chinese, English, Korean, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4295-CUSA05545_00-ASIA000000000000,85%,HK$208.00,HK$31.20,21/2/2024 03:59 PM UTC,3.59,1.8k,Adventure,25/4/2017
"Teenage Mutant Ninja Turtles: Shredder's Revenge (Simplified Chinese, English, Korean, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/HP5035-PPSA07273_00-TMNTSRH2INTSIEJA,30%,HK$198.00,HK$138.60,21/2/2024 03:59 PM UTC,4.67,6.2k,Action,15/11/2022
"Teslagrad 2 PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",RIPPLES ASIA VENTURE PTE LTD,https://store.playstation.com/en-hk/product/UP4735-PPSA07608_00-TESLAGRAD2000000,,,HK$148.00,,4.31,39,Adventure,19/4/2023
"Teslagrad Remastered PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",RIPPLES ASIA VENTURE PTE LTD,https://store.playstation.com/en-hk/product/UP4735-PPSA13887_00-TESLAGRAD1RM0000,,,HK$78.00,,4.04,28,Adventure,19/4/2023
"That's My Family: Family Fun Night (Simplified Chinese, English, Japanese, Traditional Chinese)",Plug In Digital,https://store.playstation.com/en-hk/product/UP1309-CUSA37759_00-8496504645642835,35%,HK$198.00,HK$128.70,21/2/2024 03:59 PM UTC,2.8,5,"Family, Party, Party",29/3/2023
"The Ascent PS4 & PS5 (Simplified Chinese, English, Korean, Japanese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4395-PPSA02593_00-THEASCENT00000US,50%,HK$218.00,HK$109.00,21/2/2024 03:59 PM UTC,3.93,2.4k,"Shooter, Action, Role Playing Games",25/3/2022
"The Entropy Centre (Simplified Chinese, English, Japanese, Traditional Chinese)",PlayStack Limited,https://store.playstation.com/en-hk/product/UP3639-PPSA09381_00-9822201298486534,60%,HK$198.00,HK$79.20,21/2/2024 03:59 PM UTC,4.28,123,"Puzzle, Adventure",2/11/2022
"The Falconeer: Warrior Edition (Simplified Chinese, English, Korean, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4382-PPSA02773_00-THEFALCONEER0000,60%,HK$208.00,HK$83.20,21/2/2024 03:59 PM UTC,3.32,66,Adventure,4/8/2021
"The Falconeer: Warrior Edition (Simplified Chinese, English, Korean, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4382-CUSA26400_00-THEFALCONEERDIGI,70%,HK$248.00,HK$74.40,21/2/2024 03:59 PM UTC,3.32,66,Adventure,6/8/2021
The Final Station (English/Chinese/Korean/Japanese Ver.),tinyBuild GAMES,https://store.playstation.com/en-hk/product/UP0097-CUSA06151_00-THEFINALSTATION0,75%,HK$108.00,HK$27.00,21/2/2024 03:59 PM UTC,4.38,673,"Action, Shooter, Adventure",25/10/2023
"The Forgotten City (Simplified Chinese, English, Korean, Japanese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP1302-PPSA03134_00-THEFORGOTTENCITY,50%,HK$208.00,HK$104.00,21/2/2024 03:59 PM UTC,4.63,1.1k,Adventure,8/10/2021
The Inner World 2: The Last Wind Monk (English),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-CUSA08990_00-ASIA000000000000,90%,HK$235.00,HK$23.50,21/2/2024 03:59 PM UTC,4.18,112,Adventure,22/10/2017
The King's Bird (English/Chinese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4780-CUSA14870_00-THEKINGSBIRDPS41,80%,HK$141.00,HK$28.20,21/2/2024 03:59 PM UTC,4.09,23,"Action, Adventure, Action",15/4/2021
"The Last Faith (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",PlayStack Limited,https://store.playstation.com/en-hk/product/UP3639-PPSA09347_00-9261584584478566,20%,HK$198.00,HK$158.40,21/2/2024 03:59 PM UTC,4.41,1k,"Adventure, Action, Role Playing Games",15/11/2023
"The Last Spell (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP5358-PPSA09524_00-5750836768225709,30%,HK$178.00,HK$124.60,21/2/2024 03:59 PM UTC,4.68,114,Role Playing Games,9/3/2023
"The Legend of Bum-bo (Simplified Chinese, English, Korean, Japanese)",pikii,https://store.playstation.com/en-hk/product/JP1392-PPSA09033_00-LEGENDBUMBOJPPS5,20%,HK$96.00,HK$76.80,21/2/2024 03:59 PM UTC,3.81,16,Puzzle,5/10/2022
"The Light Brigade (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",FUNKTRONIC LABS INC.,https://store.playstation.com/en-hk/product/UP0275-PPSA07957_00-4474344745458047,20%,HK$198.00,HK$158.40,21/2/2024 03:59 PM UTC,4.46,457,"Shooter, Action",21/2/2023
"The Longest Road on Earth (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",RAW FURY,https://store.playstation.com/en-hk/product/UP2320-PPSA05658_00-THELONGESTROAD00,60%,HK$78.00,HK$31.20,21/2/2024 03:59 PM UTC,3.98,50,"Casual, Music/Rhythm, Unique",26/1/2022
